path,true_is_countable,pred_is_countable,confidence,predicted_count,true_value
data/cropped_wells/Brisbane/plate_5/Brisbane_plate5_C4.jpg,1,1,0.9545096755027771,4.40901517868042,0
data/cropped_wells/PR8/plate_22/PR8_plate22_B2.jpg,1,1,0.99940025806427,0.0,6
data/cropped_wells/PR8/plate_15/PR8_plate15_A4.jpg,1,1,0.999932050704956,0.0,0
data/cropped_wells/Panama/plate_9/Panama_plate9_C4.jpg,1,1,0.9993081092834473,0.0,0
data/cropped_wells/PR8/plate_2/PR8_plate2_B2.jpg,1,1,0.9921728372573853,0.0,0
data/cropped_wells/PR8/plate_13/PR8_plate13_C3.jpg,1,1,0.9995201826095581,0.0,0
data/cropped_wells/PR8/plate_16/PR8_plate16_B2.jpg,1,1,0.9943798184394836,0.0,0
data/cropped_wells/PR8v/plate_7/PR8v_plate7_B2.jpg,0,0,0.08373039960861206,,-1
data/cropped_wells/PR8/plate_8/PR8_plate8_B1.jpg,1,1,0.9996144771575928,0.0,0
data/cropped_wells/PR8/plate_4/PR8_plate4_A1.jpg,1,1,0.9993891716003418,0.0,1
data/cropped_wells/Panama/plate_1/Panama_plate1_B1.jpg,1,1,0.9529759287834167,3.977189064025879,19
data/cropped_wells/Brisbane/plate_3/Brisbane_plate3_C4.jpg,1,1,0.9960665106773376,2.369656801223755,0
data/cropped_wells/PR8/plate_4/PR8_plate4_B3.jpg,1,1,0.9997037053108215,0.0,0
data/cropped_wells/PR8/plate_23/PR8_plate23_C1.jpg,1,1,0.9998078942298889,0.0,0
data/cropped_wells/Panama/plate_1/Panama_plate1_C2.jpg,1,1,0.9996583461761475,0.0,1
data/cropped_wells/Panama/plate_3/Panama_plate3_A4.jpg,1,1,0.9998739957809448,0.0,0
data/cropped_wells/IBV/plate_3/IBV_plate3_A1.jpg,1,1,0.5730733275413513,57.338768005371094,60
data/cropped_wells/Panama/plate_12/Panama_plate12_C2.jpg,1,1,0.9960755705833435,0.0,0
data/cropped_wells/PR8/plate_7/PR8_plate7_B2.jpg,1,1,0.9983888864517212,0.0,0
data/cropped_wells/PR8/plate_14/PR8_plate14_C4.jpg,1,1,0.9998100399971008,0.0,0
data/cropped_wells/PR8/plate_18/PR8_plate18_A3.jpg,1,1,0.9998747110366821,0.0,10
data/cropped_wells/IBV/plate_3/IBV_plate3_C2.jpg,1,1,0.9993045330047607,0.0,11
data/cropped_wells/Brisbane/plate_3/Brisbane_plate3_A4.jpg,1,1,0.998993456363678,0.0,1
data/cropped_wells/Brisbane/plate_8/Brisbane_plate8_C2.jpg,1,1,0.9997192025184631,18.735864639282227,31
data/cropped_wells/PR8/plate_16/PR8_plate16_B4.jpg,1,1,0.9986935257911682,0.0,0
data/cropped_wells/PR8/plate_6/PR8_plate6_B1.jpg,1,1,0.9982954859733582,0.0,2
data/cropped_wells/PR8/plate_20/PR8_plate20_B2.jpg,1,1,0.996582567691803,0.0,0
data/cropped_wells/Panama/plate_6/Panama_plate6_B4.jpg,1,1,0.9998800754547119,0.0,0
data/cropped_wells/Panama/plate_3/Panama_plate3_B1.jpg,1,1,0.9977460503578186,0.0,10
data/cropped_wells/Brisbane/plate_8/Brisbane_plate8_B2.jpg,1,1,0.9993492960929871,7.178954601287842,28
data/cropped_wells/Panama/plate_9/Panama_plate9_A4.jpg,1,1,0.9992044568061829,0.0,0
data/cropped_wells/PR8/plate_21/PR8_plate21_B1.jpg,0,0,0.032325491309165955,,-1
data/cropped_wells/PR8/plate_20/PR8_plate20_A3.jpg,1,1,0.9985700845718384,0.0,0
data/cropped_wells/Panama/plate_1/Panama_plate1_A4.jpg,1,1,0.9999850988388062,0.0,0
data/cropped_wells/PR8/plate_13/PR8_plate13_B4.jpg,1,1,0.994385838508606,0.0,0
data/cropped_wells/PR8v/plate_2/PR8v_plate2_A1.jpg,0,0,0.005357868038117886,,-1
data/cropped_wells/Panama/plate_6/Panama_plate6_A4.jpg,1,1,0.9999222755432129,0.0,0
data/cropped_wells/IBV/plate_1/IBV_plate1_C3.jpg,1,1,0.9999706745147705,0.0,0
data/cropped_wells/Panama/plate_11/Panama_plate11_B1.jpg,0,0,0.02738787978887558,,-1
data/cropped_wells/PR8/plate_5/PR8_plate5_B1.jpg,1,1,0.9995355606079102,0.0,0
data/cropped_wells/PR8v/plate_7/PR8v_plate7_A4.jpg,1,1,0.9813282489776611,8.630248069763184,2
data/cropped_wells/PR8v/plate_4/PR8v_plate4_B4.jpg,1,1,0.9996041655540466,8.334748268127441,21
data/cropped_wells/PR8v/plate_2/PR8v_plate2_B3.jpg,0,0,0.11544900387525558,,-1
data/cropped_wells/Panama/plate_9/Panama_plate9_B2.jpg,1,1,0.9981992840766907,0.0,0
data/cropped_wells/PR8/plate_19/PR8_plate19_B4.jpg,1,1,0.9997844099998474,0.0,0
data/cropped_wells/PR8v/plate_6/PR8v_plate6_B2.jpg,0,0,0.0534055158495903,,-1
data/cropped_wells/Panama/plate_1/Panama_plate1_B3.jpg,1,1,0.999975323677063,0.0,0
data/cropped_wells/PR8/plate_11/PR8_plate11_B1.jpg,1,1,0.9980290532112122,0.0,0
data/cropped_wells/PR8v/plate_10/PR8v_plate10_C4.jpg,1,1,0.9991982579231262,8.222550392150879,8
data/cropped_wells/PR8/plate_11/PR8_plate11_C3.jpg,1,1,0.9976061582565308,0.0,0
data/cropped_wells/PR8/plate_20/PR8_plate20_A4.jpg,1,1,0.9998509883880615,0.0,0
data/cropped_wells/PR8v/plate_10/PR8v_plate10_C2.jpg,0,0,0.03283984586596489,,-1
data/cropped_wells/PR8v/plate_2/PR8v_plate2_B2.jpg,0,0,0.02867286652326584,,-1
data/cropped_wells/PR8/plate_2/PR8_plate2_C2.jpg,1,1,0.9976320266723633,0.0,0
data/cropped_wells/PR8v/plate_6/PR8v_plate6_B4.jpg,1,1,0.9569592475891113,11.115886688232422,9
data/cropped_wells/PR8/plate_15/PR8_plate15_B2.jpg,1,1,0.9982183575630188,0.0,0
data/cropped_wells/Panama/plate_2/Panama_plate2_C1.jpg,1,1,0.9975885152816772,0.0,11
data/cropped_wells/PR8/plate_4/PR8_plate4_C4.jpg,1,1,0.9998745918273926,0.0,0
data/cropped_wells/PR8/plate_14/PR8_plate14_C2.jpg,1,1,0.9995688796043396,0.0,0
data/cropped_wells/Panama/plate_10/Panama_plate10_A3.jpg,1,1,0.9880750775337219,0.0,5
data/cropped_wells/Panama/plate_9/Panama_plate9_C3.jpg,1,1,0.9999136924743652,0.0,0
data/cropped_wells/PR8/plate_5/PR8_plate5_C1.jpg,1,1,0.9967406392097473,0.0,0
data/cropped_wells/Brisbane/plate_4/Brisbane_plate4_A2.jpg,1,1,0.9997050166130066,16.13344383239746,21
data/cropped_wells/Panama/plate_1/Panama_plate1_C3.jpg,1,1,0.9996422529220581,0.0,0
data/cropped_wells/PR8/plate_20/PR8_plate20_B4.jpg,1,1,0.9988436698913574,0.0,0
data/cropped_wells/IBV/plate_2/IBV_plate2_C4.jpg,0,0,0.057920921593904495,,-1
data/cropped_wells/Brisbane/plate_7/Brisbane_plate7_C3.jpg,1,1,0.9995682835578918,0.0,6
data/cropped_wells/PR8v/plate_2/PR8v_plate2_A4.jpg,1,1,0.998808741569519,10.379666328430176,12
data/cropped_wells/PR8v/plate_5/PR8v_plate5_C2.jpg,0,0,0.033696066588163376,,-1
data/cropped_wells/IBV/plate_3/IBV_plate3_C1.jpg,1,1,0.9929662942886353,0.0,94
data/cropped_wells/Panama/plate_5/Panama_plate5_C1.jpg,1,1,0.9998248219490051,0.0,3
data/cropped_wells/PR8v/plate_13/PR8v_plate13_C1.jpg,0,0,0.02726997621357441,,-1
data/cropped_wells/PR8/plate_17/PR8_plate17_A4.jpg,1,1,0.9987484216690063,0.0,0
data/cropped_wells/PR8v/plate_4/PR8v_plate4_C4.jpg,1,1,0.9996694326400757,10.96353530883789,17
data/cropped_wells/PR8/plate_3/PR8_plate3_B3.jpg,1,1,0.9997910857200623,0.0,0
data/cropped_wells/PR8v/plate_1/PR8v_plate1_A1.jpg,0,0,0.017489463090896606,,-1
data/cropped_wells/Panama/plate_4/Panama_plate4_C4.jpg,1,1,0.9997949004173279,0.0,0
data/cropped_wells/Panama/plate_4/Panama_plate4_C3.jpg,1,1,0.9996957778930664,0.0,0
data/cropped_wells/Panama/plate_10/Panama_plate10_A2.jpg,1,1,0.933849036693573,0.0,26
data/cropped_wells/PR8/plate_7/PR8_plate7_A1.jpg,1,1,0.9998728036880493,0.0,0
data/cropped_wells/PR8/plate_9/PR8_plate9_B2.jpg,1,1,0.9996254444122314,0.0,0
data/cropped_wells/PR8/plate_21/PR8_plate21_B3.jpg,1,1,0.9984342455863953,0.0,8
data/cropped_wells/PR8/plate_11/PR8_plate11_B4.jpg,1,1,0.9992297887802124,0.0,0
data/cropped_wells/Brisbane/plate_4/Brisbane_plate4_B4.jpg,1,1,0.9989920258522034,0.0,0
data/cropped_wells/Panama/plate_2/Panama_plate2_A4.jpg,1,1,0.9998354911804199,0.0,0
data/cropped_wells/PR8/plate_21/PR8_plate21_B2.jpg,1,1,0.9933039546012878,70.85823059082031,46
data/cropped_wells/IBV/plate_5/IBV_plate5_A1.jpg,1,1,0.9834791421890259,1.298533320426941,30
data/cropped_wells/PR8/plate_18/PR8_plate18_C3.jpg,1,1,0.999749481678009,0.0,10
data/cropped_wells/Panama/plate_11/Panama_plate11_B2.jpg,1,1,0.9344059824943542,0.0,25
data/cropped_wells/PR8/plate_17/PR8_plate17_C4.jpg,1,1,0.996268630027771,0.0,0
data/cropped_wells/PR8/plate_5/PR8_plate5_A4.jpg,1,1,0.9993990659713745,0.0,0
data/cropped_wells/Panama/plate_10/Panama_plate10_B1.jpg,0,0,0.02500157803297043,,-1
data/cropped_wells/Brisbane/plate_2/Brisbane_plate2_A3.jpg,1,1,0.9996080994606018,1.8132643699645996,7
data/cropped_wells/PR8/plate_5/PR8_plate5_C4.jpg,1,1,0.999953031539917,0.0,0
data/cropped_wells/PR8/plate_3/PR8_plate3_A2.jpg,1,1,0.9998026490211487,0.0,0
data/cropped_wells/PR8/plate_15/PR8_plate15_C2.jpg,1,1,0.9998527765274048,0.0,0
data/cropped_wells/PR8v/plate_9/PR8v_plate9_C1.jpg,0,0,0.00784431304782629,,-1
data/cropped_wells/PR8/plate_11/PR8_plate11_B2.jpg,1,1,0.996988832950592,0.0,0
data/cropped_wells/PR8v/plate_12/PR8v_plate12_C1.jpg,0,0,0.01604342833161354,,-1
data/cropped_wells/PR8v/plate_11/PR8v_plate11_C3.jpg,1,1,0.9990469813346863,9.327609062194824,17
data/cropped_wells/PR8/plate_19/PR8_plate19_A1.jpg,0,0,0.018962116912007332,,-1
data/cropped_wells/Panama/plate_2/Panama_plate2_C3.jpg,1,1,0.9996083378791809,0.0,2
data/cropped_wells/IBV/plate_1/IBV_plate1_B3.jpg,1,1,0.998059093952179,0.0,1
data/cropped_wells/PR8/plate_9/PR8_plate9_A2.jpg,1,1,0.9921548962593079,0.0,0
data/cropped_wells/PR8/plate_13/PR8_plate13_B2.jpg,1,1,0.9844294786453247,0.0,0
data/cropped_wells/Brisbane/plate_3/Brisbane_plate3_A1.jpg,0,0,0.006924045737832785,,-1
data/cropped_wells/Panama/plate_4/Panama_plate4_B4.jpg,1,1,0.9990869760513306,0.0,0
data/cropped_wells/PR8v/plate_6/PR8v_plate6_C2.jpg,0,0,0.059418994933366776,,-1
